review_text,preprocessed_review_text,review_rating,review_year,branch
"This was my second time ice skating and I've been to Megamall's previously. I was under the impression that the shoes/skates were changed to new ones but I guess not. I also thought that MOA has their rink outside the mall with a different building, but it was on the main building (I guess) and the space for skating was quite okay. During our visit, a lot of people were there, so there's a 'traffic jam' on the locker area as well as the space outside the rink. It was too small for a lot of people (especially during the times were in the time slots/break thingies occur). Staffs were accommodating and were approachable. Overall, pretty good experience!",this be my second time ice skate and ive be to megamalls previously i under the impression that shoeskates be change new one but guess not also think moa have their rink outside mall with a different building it on main space for quite okay during our visit lot of people there so theres traffic jam locker area as well too small especially time in slotsbreak thingies occur staff accommodate approachable overall pretty good experience,4 stars,2022,moa
"The whole experience was great, the place and the process before you enter the ice field/arena was goods.",the whole experience be great place and process before you enter ice field arena good,5 stars,2023,moa
"Ice skating rink is super unsafe. Staff ignores you when you ask for help and do not even bother to look at you when talking. The skates were broken and the shoelaces were falling apart. Furthermore, the ice skating rink was full too capacity and yet the staff kept letting people enter. The worst, however, would be the staff; their rudeness and ignorance ruins your day.",ice skate rink be super unsafe staff ignores you when ask for help and do n't even bother to look at talk the skate be break shoelace fall apart furthermore be full too capacity yet keep let people enter bad however would be their rudeness ignorance ruin your day,1 star,2023,moa
We enjoyed our time and having free lockers were very convenient. There's also a place where you can measure your foot size for the skates.,we enjoy our time and have free locker be very convenient there be also a place where you can measure your foot size for the skate,5 stars,2022,moa
Awesome 😎 and fun for all ages …,awesome and fun for all age,5 stars,2023,moa
Great experience. Make sure to rent the polar bear. 😁 …,great experience make sure to rent the polar bear,5 stars,2023,moa
"The ticket price is worth the price. They have a locker wherein you can keep your things as you skate. Since there is only one entrance to the rink, you’ll have to wait for those who are ahead of you to go inside before you can go in (if you can’t skate, because you’ll be needing a support, but if you can skate on your own, you can immediately go inside the rink and enjoy skating). My friend took a lot of time before she was able to get in since she doesn’t know how to skate.

For those who doesn’t know how to skate, get a polar bear 🐻‍❄️ So you can enjoy more!",the ticket price be worth they have a locker wherein you can keep your thing as skate since there only one entrance to rink 'll wait for those who be ahead of go inside before in if cant because be need support but on own immediately and enjoy skate my friend take lot time she be able get do n't know how polar bear so more,5 stars,2023,moa
memorable experience!,memorable experience,5 stars,2023,moa
I was very impressed with the rink. It is quite a large rink and the ice is very smooth. Unlimited entry pass is priced at PHP390 and companion pass at PHP100. The rink was rather empty when we were there as it was 11am on a weekday. The rink is in a huge mall with many restaurants and departmental stores.,i be very impressed with the rink it be quite a large and ice smooth unlimited entry pas price at php390 companion php100 rather empty when we be there as 11am on weekday in huge mall many restaurant departmental store,4 stars,2019,moa
"My fiancé and I had a great time on the ice, but if there is one bad experience I had it would be the 'meh' attitude from the ice skate staff, I specifically asked for hockey type skates and the staff was adamant they didn't have anything like that. So, fine I put on the male figure ice skates which were absolutely uncomfortable. Since I already paid the entrance fee, why not right?

An hour later when I returned these I saw others with hockey skates and I asked the staff about them, the guy simply walked away! The heck kind of service is this?",my fiancé and i have a great time on the ice but if there be one bad experience it would be meh attitude from skate staff specifically ask for hockey type skate be adamant they do n't have anything like that so fine put male figure which be absolutely uncomfortable since already pay entrance fee why not right an hour later when return these saw others with about them guy simply walk away heck kind of service this,3 stars,2019,moa
"It was fun experience but the service and the rental shoes sucks, I chose size 8 that fits my feet and they gave me a shoe, yet when I wanted to replace it since the lace is severely damaged I asked for a size 7, yet they told me ""its a size 7"" when I originally said I wanted an 8, so instead I told them ""okay, just give me another pair THAT IS NOT DAMAGED"" then they gave me a not that good but bearable. it was my first time. and not planning going back",it be fun experience but the service and rental shoe suck i choose size 8 that fit my foot they give me a shoe yet when want to replace since lace be severely damage ask for 7 tell its originally say an so instead them okay just give another pair not then good bearable first time plan go back,2 stars,2023,moa
"Wasting time to go there but they don't have enough shoes.
And the worst part is, they don't feel sorry at all. Service sucks. Hopefully meron 0 star or munus on Google",waste time to go there but they dont have enough shoe and the bad part be feel sorry at all service suck hopefully be 0 star or munus on google,1 star,2023,moa
It’s great fun for children and adventurous adults . Follow the procedure to sign up specify what extras you want . Having visited many times you need to be aware that the provided boots are now getting worn considerably and this time an open safety pin was found in one of them giving a slight injury . It’s time they considered a new boot purchase and would it harm staff to check out the boots and other equipment?,its great fun for child and adventurous adult follow the procedure to sign up specify what extras you want have visit many time need be aware that provided boot be now get wear considerably this time an open safety pin be find in one of them give a slight injury they consider new boot purchase would it harm staff check out other equipment,3 stars,2023,moa
Great experience,great experience,5 stars,2023,moa
"Best place to relieve stress! Most of the staff are also very friendly, the service is excellent! Just be sure to be friendly first. ✨",best place to relieve stress most of the staff be also very friendly service be excellent just be sure first,5 stars,2020,moa
"Honest opinion only so this will be helpful for everyone.

The skating rink was one of the best ones here in the Philippines.

Easy entrance process,
Helpful staff

Large space.

The thing is, the skates are very very worn out.

So don't expect good fitting shoes.
Even though you measured

Otherwise, everything was organized",honest opinion only so this will be helpful for everyone the skate rink be one of best one here in philippine easy entrance process staff large space thing be skate be very worn out dont expect good fitting shoe even though you measure otherwise everything organize,4 stars,2023,moa
"its honestly amazing, either way its crowded but it’s a fun experience i recommend you to go here, and i am going here again today right now while im doing this review, hopefully theres some space or spots available for me and my sister. but anyways the experience is ok, the staff is friendly i guess ? long lines indeed but when the first time i did it, it wasn’t really long, but i don’t know if it will be more longer than before today. i recommend going here thats all 🫶🏻",its honestly amaze either way crowd but a fun experience i recommend you to go here and be go again today right now while im do this review hopefully theres some space or spot available for me my sister anyways the be ok staff friendly guess long line indeed when first time do it wasnt really dont know if will be long than before thats all,4 stars,2023,moa
Can't say much cuz I just passed by this place and checked the rates😅 …,cant say much cuz i just pass by this place and check the rate,3 stars,2024,moa
My daughter enjoyed it. Price is worhy for the 2 hour session. There us an option to get a coach. Buy if you are friendly enough  you can find someone that is willing to give you tops. Must be reserved for earlier sessions because in the afternoon the line is too long.,my daughter enjoy it price be worthy for the 2 hour session there us an option to get a coach buy if you be friendly enough can find someone that willing give top must be reserve early session because in afternoon line too long,5 stars,2023,moa
"Poor, I’m not even sure where to begin. Crowded. VERY crowded. Avoid going any weekend. I’m pretty sure this place is a safety hazard. Broken skates, crowded rink, not friendly for beginners or for experienced skaters (since it’s so crowded). No organization. They allow more people in than they have amenities. Limited lockers, seats, skates, yet they allow 3-4 times their own capacity. They have an eating area but 0 spaces to eat properly.",poor im not even sure where to begin crowded very avoid go any weekend pretty this place be a safety hazard break skate rink friendly for beginner or experienced skater since its so no organization they allow more people in than have amenity limit locker seat yet 34 time their own capacity an eating area but 0 space eat properly,1 star,2023,moa
"Love the venue. A little bit crowded. That is expected, but some skiers are show offs and sometimes perform tricks that may be dangerous to others",love the venue a little bit crowd that be expect but some skier be show offs and sometimes perform trick may be dangerous to others,4 stars,2023,moa
Really fun and hillarious time !!!,really fun and hilarious time,5 stars,2023,moa
"The Ambience was great, my family really had a great time. We would come back again to create more beautiful memories!",the ambience be great my family really have a time we would come back again to create more beautiful memory,5 stars,2023,moa
"Make sure to tighten your skate shoe as it can really hurt your feet/toes.

BUY RIGHT AWAY THE POLAR BEAR IG YOU DONT HAVE AN IDEA HOW TO SKATE, WE REGRET NOT BUYING IT RIGHT AWAY

Bring anti bacterial wipes as the shoes did not smell great

Its not cold inside

GOOD SOCKS!!!!

Enjoy :)",make sure to tighten your skate shoe as it can really hurt feettoes buy right away the polar bear ig you dont have an idea how we regret not buy bring anti bacterial wipe shoe do smell great its cold inside good sock enjoy,5 stars,2023,moa
"Definitely experienced the definition of excitement, happiness and pain in struggling in skating. I just wanted the polar bear to be available for the rest of the 2-hour pass. But they took it for an hour😭 I understand they have few of them and had to let others use them too but man🤧 I DIDN'T KNOW HOW TO SKATE. It was a great experience afterall.",definitely experience the definition of excitement happiness and pain in struggle skate i just want polar bear to be available for rest 2hour pas but they take it an hour understand have few them have let others use too man didnt know how skate be a great experience after all,4 stars,2023,moa
Place is great. Enjoyed skating there.,place be great enjoyed skating there,5 stars,2023,moa
"We are over all satisfied and with all those encounters we had with their staff, it's great. From the ticket buying, to the guard at the entrance, ice skates keeper and locker custodian.",we be over all satisfied and with those encounter have their staff its great from the ticket buying to guard at entrance ice skate keeper locker custodian,5 stars,2023,moa
"Its much smaller than what it is before.
I think SM is now being practical in allocating spaces for such activities as there are now alot to choose from.

A bit crowded at times

Never tried it though, even the with the old set up. Not really a fan, but raiting it based on how I see it. Maybe for some its a good experience.",its much small than what it be before i think sm now be practical in allocate space for such activity as there be alot to choose from a bit crowd at time never try though even the with old set up not really fan but rating base on how see maybe some good experience,3 stars,2023,moa
"Now that the pandemic is getting back to normal life the malls and restaurants are opening. This goes double for the mall of Asia. I am pretty good with knowing how the mall is layed out, but now that the pandemic is sort of. Lifeting they are completely redoing the mall. It was a completely different place. I had a hard time. Finding my way around now. People really looked like they were having fun and it's definitely a great place to hang out and enjoy the low temperatures and great people watching.",now that the pandemic be get back to normal life mall and restaurant be open this go double for mall of asia i be pretty good with know how lay out but sort lifeting they completely redo it be a different place have hard time find my way around people really look like be have fun its definitely great hang enjoy low temperature watch,4 stars,2023,moa
