review_text,preprocessed_review_text,review_rating,review_year,branch,scores_roberta,neg,neu,pos,sentiment_int
"its honestly amazing, either way its crowded but it’s a fun experience i recommend you to go here, and i am going here again today right now while im doing this review, hopefully theres some space or spots available for me and my sister. but anyways the experience is ok, the staff is friendly i guess ? long lines indeed but when the first time i did it, it wasn’t really long, but i don’t know if it will be more longer than before today. i recommend going here thats all 🫶🏻",its honestly amaze either way crowd but a fun experience i recommend you to go here and be go again today right now while im do this review hopefully theres some space or spot available for me my sister anyways the be ok staff friendly guess long line indeed when first time do it wasnt really dont know if will be long than before thats all,4 stars,2023,moa,"{'neg': 0.0061051804, 'neu': 0.049184717, 'pos': 0.9447101}",0.0061051804,0.049184717,0.9447101,positive
Can't say much cuz I just passed by this place and checked the rates😅 …,cant say much cuz i just pass by this place and check the rate,3 stars,2024,moa,"{'neg': 0.23108672, 'neu': 0.73218465, 'pos': 0.03672868}",0.23108672,0.73218465,0.03672868,neutral
My daughter enjoyed it. Price is worhy for the 2 hour session. There us an option to get a coach. Buy if you are friendly enough  you can find someone that is willing to give you tops. Must be reserved for earlier sessions because in the afternoon the line is too long.,my daughter enjoy it price be worthy for the 2 hour session there us an option to get a coach buy if you be friendly enough can find someone that willing give top must be reserve early session because in afternoon line too long,5 stars,2023,moa,"{'neg': 0.008781905, 'neu': 0.13277407, 'pos': 0.858444}",0.008781905,0.13277407,0.858444,positive
"Poor, I’m not even sure where to begin. Crowded. VERY crowded. Avoid going any weekend. I’m pretty sure this place is a safety hazard. Broken skates, crowded rink, not friendly for beginners or for experienced skaters (since it’s so crowded). No organization. They allow more people in than they have amenities. Limited lockers, seats, skates, yet they allow 3-4 times their own capacity. They have an eating area but 0 spaces to eat properly.",poor im not even sure where to begin crowded very avoid go any weekend pretty this place be a safety hazard break skate rink friendly for beginner or experienced skater since its so no organization they allow more people in than have amenity limit locker seat yet 34 time their own capacity an eating area but 0 space eat properly,1 star,2023,moa,"{'neg': 0.53757644, 'neu': 0.39723322, 'pos': 0.0651903}",0.53757644,0.39723322,0.0651903,negative
"Love the venue. A little bit crowded. That is expected, but some skiers are show offs and sometimes perform tricks that may be dangerous to others",love the venue a little bit crowd that be expect but some skier be show offs and sometimes perform trick may be dangerous to others,4 stars,2023,moa,"{'neg': 0.22606678, 'neu': 0.55413765, 'pos': 0.21979563}",0.22606678,0.55413765,0.21979563,neutral
Really fun and hillarious time !!!,really fun and hilarious time,5 stars,2023,moa,"{'neg': 0.003997529, 'neu': 0.03925071, 'pos': 0.95675176}",0.003997529,0.03925071,0.95675176,positive
"The Ambience was great, my family really had a great time. We would come back again to create more beautiful memories!",the ambience be great my family really have a time we would come back again to create more beautiful memory,5 stars,2023,moa,"{'neg': 0.0011717587, 'neu': 0.014228036, 'pos': 0.98460025}",0.0011717587,0.014228036,0.98460025,positive
"Make sure to tighten your skate shoe as it can really hurt your feet/toes.

BUY RIGHT AWAY THE POLAR BEAR IG YOU DONT HAVE AN IDEA HOW TO SKATE, WE REGRET NOT BUYING IT RIGHT AWAY

Bring anti bacterial wipes as the shoes did not smell great

Its not cold inside

GOOD SOCKS!!!!

Enjoy :)",make sure to tighten your skate shoe as it can really hurt feettoes buy right away the polar bear ig you dont have an idea how we regret not buy bring anti bacterial wipe shoe do smell great its cold inside good sock enjoy,5 stars,2023,moa,"{'neg': 0.12927379, 'neu': 0.29054007, 'pos': 0.5801861}",0.12927379,0.29054007,0.5801861,positive
"Definitely experienced the definition of excitement, happiness and pain in struggling in skating. I just wanted the polar bear to be available for the rest of the 2-hour pass. But they took it for an hour😭 I understand they have few of them and had to let others use them too but man🤧 I DIDN'T KNOW HOW TO SKATE. It was a great experience afterall.",definitely experience the definition of excitement happiness and pain in struggle skate i just want polar bear to be available for rest 2hour pas but they take it an hour understand have few them have let others use too man didnt know how skate be a great experience after all,4 stars,2023,moa,"{'neg': 0.08967869, 'neu': 0.31828585, 'pos': 0.5920354}",0.08967869,0.31828585,0.5920354,positive
Place is great. Enjoyed skating there.,place be great enjoyed skating there,5 stars,2023,moa,"{'neg': 0.0014789535, 'neu': 0.019014498, 'pos': 0.9795066}",0.0014789535,0.019014498,0.9795066,positive
"We are over all satisfied and with all those encounters we had with their staff, it's great. From the ticket buying, to the guard at the entrance, ice skates keeper and locker custodian.",we be over all satisfied and with those encounter have their staff its great from the ticket buying to guard at entrance ice skate keeper locker custodian,5 stars,2023,moa,"{'neg': 0.0024612797, 'neu': 0.043908313, 'pos': 0.9536304}",0.0024612797,0.043908313,0.9536304,positive
"Its much smaller than what it is before.
I think SM is now being practical in allocating spaces for such activities as there are now alot to choose from.

A bit crowded at times

Never tried it though, even the with the old set up. Not really a fan, but raiting it based on how I see it. Maybe for some its a good experience.",its much small than what it be before i think sm now be practical in allocate space for such activity as there be alot to choose from a bit crowd at time never try though even the with old set up not really fan but rating base on how see maybe some good experience,3 stars,2023,moa,"{'neg': 0.04031377, 'neu': 0.34126228, 'pos': 0.61842394}",0.04031377,0.34126228,0.61842394,positive
"Now that the pandemic is getting back to normal life the malls and restaurants are opening. This goes double for the mall of Asia. I am pretty good with knowing how the mall is layed out, but now that the pandemic is sort of. Lifeting they are completely redoing the mall. It was a completely different place. I had a hard time. Finding my way around now. People really looked like they were having fun and it's definitely a great place to hang out and enjoy the low temperatures and great people watching.",now that the pandemic be get back to normal life mall and restaurant be open this go double for mall of asia i be pretty good with know how lay out but sort lifeting they completely redo it be a different place have hard time find my way around people really look like be have fun its definitely great hang enjoy low temperature watch,4 stars,2023,moa,"{'neg': 0.003537328, 'neu': 0.025496827, 'pos': 0.97096586}",0.003537328,0.025496827,0.97096586,positive
It is so much fun here. Great to hang with friends especially with family or loved ones. Kudos!,it be so much fun here great to hang with friend especially family or love one kudos,5 stars,2019,moa,"{'neg': 0.0016148672, 'neu': 0.009267425, 'pos': 0.9891177}",0.0016148672,0.009267425,0.9891177,positive
"The staff in the claim and return of ice skating shoes was impolite and rude. I came back and nicely asked for exchange because the lace of shoes he gave me was broken. He did exchange but he almost threw it to me and my hand was hit by the blade. What if he does it to children?

*He was rude even the first time we claim our shoes.

Incident happened July15 at 2:20pm.",the staff in claim and return of ice skating shoe be impolite rude i come back nicely ask for exchange because lace he give me break do but almost throw it to my hand hit by blade what if do child even first time we our incident happen july 15 at 220pm,1 star,2023,moa,"{'neg': 0.7487394, 'neu': 0.24021131, 'pos': 0.0110492585}",0.7487394,0.24021131,0.0110492585,negative
Not so bad experience with a first timer lol. Staff are accommodating. They are even playing with the kids lol,not so bad experience with a first timer lol staff be accommodate they even play the kid,5 stars,2020,moa,"{'neg': 0.07932983, 'neu': 0.43084314, 'pos': 0.48982695}",0.07932983,0.43084314,0.48982695,positive
